,name,latitude,longitude,city,region,cuisine,url,stars,min_price_EUR,max_price_EUR
121,Era Ora,55.673004000000006,12.591292,København,Denmark,Italian,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,1,64.23268504265653,171.28716011375073
122,Alouette,55.66265,12.57634,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,1,93.0035752180131,93.0035752180131
123,Frederiksminde,55.12416999999999,12.04623,Præstø,Denmark,Creative,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,1,73.59995161137726,186.6762409052205
124,Kadeau Bornholm,55.004569999999994,14.969216000000001,Pedersker,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,1,173.96352199052808,173.96352199052808
125,Ask,60.17236,24.95648,Helsingfors / Helsinki,Finland,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,1,65.0,119.0
126,Grön,60.16446,24.93308,Helsingfors / Helsinki,Finland,Finnish,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,1,58.0,58.0
127,Demo,60.164806000000006,24.941635,Helsingfors / Helsinki,Finland,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,1,65.0,105.0
128,Olo,60.16616,24.947704,Helsingfors / Helsinki,Finland,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,1,121.0,121.0
129,Palace,60.16556,24.952560000000002,Helsingfors / Helsinki,Finland,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,1,62.0,169.0
130,Ora,60.157578,24.942947,Helsingfors / Helsinki,Finland,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,1,89.0,89.0
131,Botrini's,38.023179999999996,23.793770000000002,Athína,Greece,Mediterranean,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,1,65.0,120.0
132,Varoulko Seaside,37.937378,23.658576999999998,Athína,Greece,Seafood,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,1,42.0,60.0
133,Hytra,37.95818,23.71895,Athína,Greece,Modern cuisine,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,1,59.0,86.0
134,Loaf On,22.379858,114.27188000000001,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,1,23.160677431286324,57.90169357821581
135,Lei Garden (Kwun Tong),22.312672,114.22482,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,1,11.580338715643162,86.85254036732373
136,Tim Ho Wan (Sham Shui Po),22.32805,114.16665,Hong Kong,Hong Kong,Dim sum,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,1,3.4741016146929486,5.790169357821581
137,Lei Garden (Mong Kok),22.320219,114.17133000000001,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,1,17.370508073464745,98.43287908296688
138,Ming Court,22.318314,114.16933,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,1,53.037951317645685,149.15476265748393
139,Yat Tung Heen (Jordan),22.308014,114.17147,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,1,33.35137550105231,115.80338715643163
140,Fu Ho (Tsim Sha Tsui),22.3022,114.17193999999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,1,28.950846789107906,173.70508073464745
141,Shang Palace,22.297325,114.177155,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,1,40.53118550475107,160.7351013731271
142,IM Teppanyaki & Wine,22.280807,114.19211000000001,Hong Kong,Hong Kong,Teppanyaki,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,1,37.057083890058124,231.60677431286325
143,Ah Yat Harbour View (Tsim Sha Tsui),22.296984,114.17197,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,1,34.74101614692949,254.76745174414958
144,Rech,22.293434,114.174034,Hong Kong,Hong Kong,Seafood,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,1,68.0923916479818,138.96406458771796
145,Spring Moon,22.294943,114.17182,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,1,46.32135486257265,231.60677431286325
146,Imperial Treasure Fine Chinese Cuisine,22.296177,114.170006,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,1,23.160677431286324,115.80338715643163
147,Sushi Tokami,22.296112,114.16916,Hong Kong,Hong Kong,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,1,92.6427097251453,138.96406458771796
148,Tosca,22.30357,114.16006999999999,Hong Kong,Hong Kong,Italian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,1,51.87991744608137,197.79218526318522
149,Épure,22.29583,114.169304,Hong Kong,Hong Kong,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,1,44.93171421669547,218.63679495134292
150,Yee Tung Heen,22.282295,114.18413500000001,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,1,28.950846789107906,115.80338715643163
151,Yè Shanghai (Tsim Sha Tsui),22.295143,114.16823600000001,Hong Kong,Hong Kong,Shanghainese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,1,17.370508073464745,69.48203229385898
152,Ho Hung Kee,22.280058,114.18364,Hong Kong,Hong Kong,Noodles and congee,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,1,11.580338715643162,23.160677431286324
153,Jardin de Jade (Wan Chai),22.28025,114.17716000000001,Hong Kong,Hong Kong,Shanghainese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,1,23.160677431286324,57.90169357821581
154,Zhejiang Heen,22.2787,114.17763000000001,Hong Kong,Hong Kong,Shanghainese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,1,23.160677431286324,57.90169357821581
155,Takumi by Daisuke Mori,22.276512,114.17718,Hong Kong,Hong Kong,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,1,101.90698069765983,310.35307757923675
156,Kam's Roast Goose,22.277693,114.175385,Hong Kong,Hong Kong,Cantonese roast meats,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,1,5.790169357821581,17.370508073464745
157,Pang's Kitchen,22.26921,114.18451999999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,1,10.769715005548141,57.90169357821581
158,Xin Rong Ji,22.278013,114.17273,Hong Kong,Hong Kong,Taizhou,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,1,40.53118550475107,115.80338715643163
159,Qi (Wan Chai),22.276443,114.17126,Hong Kong,Hong Kong,Sichuan,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,1,13.896406458771795,86.85254036732373
160,Man Wah,22.282213,114.15951000000001,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,1,57.90169357821581,185.2854194502906
161,Summer Palace,22.277136,114.1643,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,1,32.002325502319835,166.67877865791579
162,Octavium,22.282587,114.1572,Hong Kong,Hong Kong,Italian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,1,44.00528711944402,182.96935170716196
163,Arbor,22.283146,114.15541999999999,Hong Kong,Hong Kong,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,1,56.512052932338634,218.63679495134292
164,Mandarin Grill + Bar,22.281048000000002,114.1574,Hong Kong,Hong Kong,European contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,1,68.0923916479818,243.18711302850642
165,Yat Lok,22.28226,114.15565500000001,Hong Kong,Hong Kong,Cantonese roast meats,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,1,6.948203229385897,41.689219376315386
166,Guo Fu Lou,22.278313,114.16033999999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,1,46.32135486257265,231.60677431286325
167,Celebrity Cuisine,22.284334,114.15312,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,1,23.160677431286324,115.80338715643163
168,Sushi Wadatsumi,22.281038,114.15646000000001,Hong Kong,Hong Kong,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,1,55.58562583508718,324.2494840380086
169,Arcane,22.280624,114.15682,Hong Kong,Hong Kong,European contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,1,40.53118550475107,115.80338715643163
170,Duddell's,22.280079999999998,114.15736399999999,Hong Kong,Hong Kong,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,1,52.11152422039423,115.80338715643163
171,Beefbar,22.27982,114.15751999999999,Hong Kong,Hong Kong,Steakhouse,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,1,37.057083890058124,173.70508073464745
172,New Punjab Club,22.28005,114.15525,Hong Kong,Hong Kong,Indian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,1,34.74101614692949,92.6427097251453
173,Kaiseki Den by Saotome,22.285713,114.147865,Hong Kong,Hong Kong,Japanese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,1,287.1924001479504,414.57612602002524
174,Belon,22.281662,114.152405,Hong Kong,Hong Kong,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,1,53.037951317645685,172.31544008877026
175,The Ocean,22.235146,114.198524,Hong Kong,Hong Kong,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1,104.22304844078846,149.15476265748393
176,Costes Downtown,47.501129999999996,19.048595000000002,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,1,23.719109822649035,72.05805515741478
177,Borkonyha Winekitchen,47.49953,19.052391,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1,27.17189163227516,47.58834059354268
178,Stand,47.500244,19.059624,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1,22.51814223669212,58.54716981539951
179,Babel,47.492603,19.05256,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1,75.06047412230707,75.06047412230707
180,Costes,47.48873,19.061779,Budapest,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1,63.050798262737935,79.86434446613472
181,The Kitchen,22.191442000000002,113.54299999999999,Macau,Macau,Steakhouse,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1,48.34510337598602,185.51028039622543
182,Tim's Kitchen,22.189898,113.5439,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1,22.486094593481866,179.88875674785493
183,Wing Lei,22.188028,113.54578000000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1,22.486094593481866,224.8609459348187
184,King,22.190178,113.54028000000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1,16.864570945111403,56.21523648370467
185,Ying,22.161234,113.55540500000001,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1,22.486094593481866,146.15961485763214
186,Shinji by Kanesaka,22.149635,113.56397,Macau,Macau,Sushi,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1,82.97368904994809,335.9422532266191
187,The Golden Peacock,22.148178,113.56335,Macau,Macau,Indian,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1,22.261233647547048,67.45828378044561
188,Zi Yat Heen,22.145418,113.56152,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1,33.729141890222806,337.29141890222803
189,8 1/2 Otto e Mezzo - Bombana,22.149179999999998,113.55393000000001,Macau,Macau,Italian,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,1,54.86607080809576,245.09843106895235
190,Pearl Dragon,22.140524,113.56256,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1,39.35066553859327,167.29654377550509
191,Lai Heen,22.148754,113.551926,Macau,Macau,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1,33.729141890222806,234.7548275559507
192,FAGN,63.43391999999999,10.39628,Trondheim,Norway,Modern cuisine,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1,74.42138858800597,137.4314975925177
193,Credo,63.43391,10.39631,Trondheim,Norway,Creative,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,1,128.9970735525437,128.9970735525437
194,RE-NAA,58.972088,5.732876999999999,Stavanger,Norway,Creative,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1,158.76562898774608,158.76562898774608
195,Sabi Omakase,58.969936,5.7433133000000005,Stavanger,Norway,Sushi,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1,148.34663458542525,148.34663458542525
196,Galt,59.91661,10.71369,Oslo,Norway,Modern cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1,51.10268683043077,85.83266817150022
197,Kontrast,59.92355,10.75106,Oslo,Norway,Scandinavian,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1,59.040968279818074,158.76562898774608
198,Statholdergaarden,59.909369999999996,10.74305,Oslo,Norway,Classic cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1,101.21308847968812,118.57807915022285
199,Del Posto,40.74327,-74.0077,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1,53.47176781289594,175.82242297799684
200,L'Appart,40.711903,-74.01544,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1,135.94517240566765,167.66571263365677
201,Okuda,40.743793,-74.00633,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1,113.2876436713897,222.04378159592383
202,Wallsé,40.73538,-74.00814,New York,New York City,Austrian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1,67.97258620283382,135.94517240566765
203,Jeju Noodle Bar,40.732952000000004,-74.00744,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1,22.657528734277943,46.221358617927
204,Sushi Nakazawa,40.731716,-74.00451,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1,67.97258620283382,135.94517240566765
205,Kosaka,40.738316,-74.00137,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1,67.97258620283382,140.47667815252325
206,Bâtard,40.719615999999995,-74.00589000000001,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,1,58.909574709122644,86.09860919025618
207,Hirohisa,40.72452,-74.003006,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1,45.315057468555885,135.94517240566765
208,Blue Hill,40.7321,-73.9996,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,1,86.09860919025618,97.88052413208071
209,ZZ's Clam Bar,40.727646,-74.00046,New York,New York City,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1,67.97258620283382,135.94517240566765
210,Babbo,40.73233,-73.99916,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,1,67.97258620283382,135.94517240566765
211,Carbone,40.727965999999995,-74.00017,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,1,67.97258620283382,135.94517240566765
212,Le Coucou,40.719162,-74.00001,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1,40.78355172170029,117.81914941824529
213,Aldea,40.73885,-73.99365999999999,New York,New York City,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,1,67.97258620283382,135.94517240566765
214,Cote,40.73778,-73.99375,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,1,45.315057468555885,163.13420688680117
215,Bouley at Home,40.74114,-73.99242,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,1,45.315057468555885,67.97258620283382
216,Gotham Bar and Grill,40.73417,-73.99379,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1,67.97258620283382,135.94517240566765
217,Nix,40.733166,-73.993515,New York,New York City,Vegetarian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1,45.315057468555885,67.97258620283382
218,Junoon,40.74325,-73.99077,New York,New York City,Indian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1,67.0662850534627,135.94517240566765
219,NoMad,40.74497,-73.98883000000001,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1,45.315057468555885,135.94517240566765
220,The Musket Room,40.723915000000005,-73.99375,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1,67.97258620283382,145.00818389937882
221,Uncle Boons,40.721203,-73.99441,New York,New York City,Thai,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1,37.15834712421582,56.19067126100929
222,Noda,40.74497,-73.988075,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1,226.5752873427794,226.5752873427794
223,Gramercy Tavern,40.738490000000006,-73.98868,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1,36.252045974844705,135.94517240566765
224,The Clocktower,40.7414,-73.987595,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1,45.315057468555885,67.97258620283382
225,Ai Fiori,40.75013,-73.98357,New York,New York City,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,1,48.940262066040354,135.94517240566765
226,Casa Mono,40.73595,-73.98706,New York,New York City,Spanish,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,1,45.315057468555885,67.97258620283382
227,Jewel Bako,40.727129999999995,-73.98928000000001,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1,45.315057468555885,145.00818389937882
228,The River Café,40.703613,-73.99477399999999,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1,48.940262066040354,158.6027011399456
229,Bar Uchū,40.72191,-73.99003,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,1,90.63011493711177,231.106793089635
230,Café China,40.749973,-73.98228,New York,New York City,Chinese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,1,27.18903448113353,58.00327355975153
231,Kanoyama,40.730709999999995,-73.98655,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1,45.315057468555885,68.87888735220494
232,Contra,40.719916999999995,-73.98921999999999,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,1,67.97258620283382,135.94517240566765
233,Atomix,40.744408,-73.98292,New York,New York City,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,1,185.7917356210791,185.7917356210791
234,Kyo Ya,40.7266,-73.98526,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1,45.315057468555885,67.97258620283382
235,Kajitsu,40.727759999999996,-73.98428,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1,87.91121148899842,115.10024597013194
236,Agern,40.752340000000004,-73.9775,New York,New York City,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,1,36.252045974844705,140.47667815252325
237,Caviar Russe,40.760684999999995,-73.97355,New York,New York City,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,1,86.09860919025618,135.03887125629652
238,Tuome,40.724194,-73.9828,New York,New York City,Fusion,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1,22.657528734277943,45.315057468555885
239,Tempura Matsui,40.74839,-73.97474,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1,36.252045974844705,208.44926435535706
240,Sushi Yasuda,40.75108,-73.97364,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1,135.03887125629652,135.03887125629652
241,Sushi Amane,40.751329999999996,-73.971725,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1,135.03887125629652,226.5752873427794
242,Café Boulud,40.774390000000004,-73.96414,New York,New York City,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1,67.97258620283382,135.94517240566765
243,Claro,40.677395000000004,-73.98615,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1,22.657528734277943,45.315057468555885
244,Satsuki,40.801243,-73.95187,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1,67.97258620283382,135.94517240566765
245,Sushi Noz,40.77384,-73.958275,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1,67.97258620283382,135.94517240566765
246,Sushi Inoue,40.810448,-73.943726,New York,New York City,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1,135.03887125629652,362.5204597484471
247,Meadowsweet,40.710353999999995,-73.96316999999999,New York,New York City,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1,45.315057468555885,67.97258620283382
248,Casa Enríque,40.743491999999996,-73.95425,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1,27.18903448113353,54.37806896226706
249,Peter Luger,40.70986,-73.96263,New York,New York City,Steakhouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1,67.97258620283382,135.94517240566765
250,Oxomoco,40.730057,-73.95538,New York,New York City,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1,45.315057468555885,67.97258620283382
251,The Finch,40.68704,-73.96297,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1,45.315057468555885,90.63011493711177
252,Faro,40.707584000000004,-73.923035,New York,New York City,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1,22.657528734277943,104.22463217767853
253,Senses,52.244583,21.005886,Warszawa,Poland,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1,75.12119748822887,129.11455818289338
254,atelier Amaro,52.217079999999996,21.037679999999998,Warszawa,Poland,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,1,35.21306132260728,98.59657170330038
255,Aniar,53.271119999999996,-9.057078,Gaillimh/Galway,Ireland,Creative,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,1,75.0,105.0
256,Loam,53.27384,-9.044447,Gaillimh/Galway,Ireland,Creative,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1,55.0,99.0
257,Wild Honey Inn,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,Classic cuisine,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1,50.0,60.0
258,Chestnut,51.562588,-9.460854,Ballydehob,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,1,60.0,85.0
259,Mews,51.48285,-9.37234,Baltimore,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1,95.0,95.0
260,Ichigo Ichie,51.898167,-8.479933,Corcaigh/Cork,Ireland,Japanese,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1,120.0,135.0
261,Chapter One,53.354374,-6.263786,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,1,42.0,115.0
262,Greenhouse,53.340042000000004,-6.258506,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1,52.22107851613225,179.87260377778887
263,L'Ecrivain,53.33626999999999,-6.24834,City Centre,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1,37.0,115.0
264,Campagne,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,Modern british,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,1,38.0,60.0
265,Heron & Grey,53.30143,-6.177574,Blackrock,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1,58.0,96.0
266,Lady Helen,52.526095999999995,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1,75.0,115.0
267,House,51.94777,-7.713539599999999,Aird Mhór/Ardmore,Ireland,Modern cuisine,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1,88.0,110.0
268,Olympe,-22.96109,-43.206579999999995,Rio de Janeiro - 22470,Rio de Janeiro,French,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1,38.52616080423251,99.06727063945502
