,name,latitude,longitude,city,region,cuisine,url,stars,min_price_EUR,max_price_EUR
91,Blackbird,41.88423,-87.64356,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/blackbird,1,33.65358393261857,64.98623104229792
92,Sepia,41.88394,-87.64246999999999,Chicago,Chicago,American,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,1,45.315057468555885,67.97258620283382
93,North Pond,41.9296,-87.63762,Chicago,Chicago,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,1,45.315057468555885,67.97258620283382
94,Everest,41.87597,-87.63212,Chicago,Chicago,French,https://guide.michelin.com/us/en/illinois/chicago/restaurant/everest,1,67.97258620283382,135.94517240566765
95,Topolobampo,41.89047,-87.63085,Chicago,Chicago,Mexican,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,1,67.97258620283382,135.94517240566765
96,Spiaggia,41.90062,-87.62456999999999,Chicago,Chicago,Italian,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,1,48.03396091666924,140.47667815252325
97,Monte,45.08279,13.631167999999999,Rovinj,Croatia,Creative,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/monte,1,67.27534709706205,121.09562477471168
98,Draga di Lovrana,45.275867,14.251401000000001,Lovran,Croatia,Modern cuisine,https://guide.michelin.com/hr/en/primorje-gorski-kotar/lovran/restaurant/draga-di-lovrana,1,36.3286874324135,74.00288180676824
99,Noel,45.811054,15.988204999999999,Zagreb,Croatia,Modern cuisine,https://guide.michelin.com/hr/en/zagreb-region/zagreb/restaurant/noel,1,57.58769711508511,92.83997899394562
100,Pelegrini,43.73603,15.888902999999999,Šibenik,Croatia,Modern cuisine,https://guide.michelin.com/hr/en/sibenik-knin/sibenik/restaurant/pelegrini,1,60.54781238735584,90.82171858103376
101,360º,42.641563,18.111523000000002,Dubrovnik,Croatia,Modern cuisine,https://guide.michelin.com/hr/en/dubrovnik-neretva/dubrovnik/restaurant/360%C2%BA,1,64.58433321317956,110.33156923918176
102,Field,50.0919,14.42193,Praha,Czech Republic,Modern cuisine,https://guide.michelin.com/cz/en/prague/praha/restaurant/field,1,45.47314632345103,137.20345873455054
103,La Degustation Bohême Bourgeoise,50.09115,14.42511,Praha,Czech Republic,Modern cuisine,https://guide.michelin.com/cz/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,1,135.24340932405696,135.24340932405696
104,Gastromé,56.157880000000006,10.20937,Aarhus,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/gastrome,1,80.29085630332065,147.19990322275453
105,Domestic,56.158930000000005,10.212132,Aarhus,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/domestic,1,73.59995161137726,127.12718914692437
106,Substans,56.15415,10.20372,Aarhus,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,1,107.0544750710942,160.5817126066413
107,Frederikshøj,56.12497,10.208638,Aarhus,Denmark,Creative,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/frederikshoj,1,153.22171744550357,153.22171744550357
108,Ti Trin Ned,55.566590000000005,9.752689,Fredericia,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,1,117.09083210900928,160.5817126066413
109,Slotskøkkenet,55.771236,11.390805,Hørve,Denmark,Creative,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,1,133.81809383886775,160.5817126066413
110,Søllerød Kro,55.81325,12.49548,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,1,52.858147066352764,175.30170292891677
111,Jordnær,55.748226,12.541014,København,Denmark,Danish,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,1,113.74537976303759,173.96352199052808
112,Relæ,55.693233,12.543222,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,1,63.56359457346218,119.76719398578665
113,Kiin Kiin,55.691880000000005,12.55754,København,Denmark,Thai,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,1,66.23995645023953,130.47264149289606
114,formel B,55.67031,12.537980000000001,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,1,56.20359941232446,120.43628445498098
115,Kokkeriet,55.68768000000001,12.58492,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,1,90.32721334123573,160.5817126066413
116,Clou,55.68342,12.58497,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou,1,214.1089501421884,214.1089501421884
117,Marchal,55.68034,12.58508,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,1,58.21087081990748,137.8326366540338
118,Kong Hans Kælder,55.6787,12.584003,København,Denmark,Classic french,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,1,129.13446055450737,276.3343637772619
119,Stud!o at The Standard,55.67799,12.59191,København,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,1,93.67266568720743,173.96352199052808
120,108,55.67785,12.598083500000001,København,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,1,70.25449926540557,153.89080791469792
