name,state,region,city,latitude,longitude,cuisine,stars,min_price_EUR,max_price_EUR,url,foursquare_id,foursquare_name,foursquare_address
Kong Hans Kælder,Denmark,Denmark,København,55.6787,12.584003,Classic french,1,129,276,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,4adcdafff964a520465e21e3,Kong Hans Kælder,Vingårdstræde 6
Stud!o at The Standard,Denmark,Denmark,København,55.67799,12.59191,Creative,1,93,173,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,4dfe66ab62848aca58a2b094,At The End Of The Weekend,Hellerup
108,Denmark,Denmark,København,55.67785,12.5980835,Modern cuisine,1,70,153,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,5798ee19498e5bbf8a7d71ff,108,Strandegade  108
Era Ora,Denmark,Denmark,København,55.67300400000001,12.591292,Italian,1,64,171,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,4adcdb00f964a5204e5e21e3,Era Ora,Overgaden Neden Vandet 33B (Øresundsvej)
Alouette,Denmark,Denmark,København,55.66265,12.57634,Modern cuisine,1,93,93,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,5b1197b5a6031c002cc53484,Restaurant Alouette,"Sturlasgade 14P, 1 Sal"
Frederiksminde,Denmark,Denmark,Præstø,55.12416999999999,12.04623,Creative,1,73,186,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,4bc2c9d1abf49521b7f5c293,Hotel Frederiksminde,Klosternakken 8
Kadeau Bornholm,Denmark,Denmark,Pedersker,55.00457,14.969216,Creative,1,173,173,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,4be45bfe2457a593301eaa15,Kadeau,Baunevej 18
Ask,Finland,Finland,Helsingfors / Helsinki,60.17236,24.95648,Modern cuisine,1,65,119,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,503f872ae4b0931eb5a64cc6,ask restaurant,Suomi
Grön,Finland,Finland,Helsingfors / Helsinki,60.16446,24.93308,Finnish,1,58,58,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,56574c71498ee7d7039e5def,Ravintola Grön,Albertinkatu 36
Demo,Finland,Finland,Helsingfors / Helsinki,60.16480600000001,24.941635,Modern cuisine,1,65,105,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,4b291a92f964a520c49824e3,Demo,Uudenmaankatu 9-11
Olo,Finland,Finland,Helsingfors / Helsinki,60.16616,24.947704,Modern cuisine,1,121,121,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,4af5b164f964a52061fb21e3,Ravintola Olo,Pohjois-Esplanadi 5
Palace,Finland,Finland,Helsingfors / Helsinki,60.16556,24.95256,Modern cuisine,1,62,169,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,5a61d03e1108ba191d39a696,Palace,Eteläranta 10
Ora,Finland,Finland,Helsingfors / Helsinki,60.157578,24.942947,Modern cuisine,1,89,89,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,5998571d780eee45bc74ff67,Ora,Huvilakatu 28 A
Botrini's,Greece,Greece,Athína,38.02318,23.79377,Mediterranean,1,65,120,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,4dd126417d8b975f190eacc3,Botrini's,Λεωφ. Βασιλέως Γεωργίου Β' 24Β
Varoulko Seaside,Greece,Greece,Athína,37.937378,23.658577,Seafood,1,42,60,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,5390cd10498e70fb6bf2e4db,Varoulko Seaside (Βαρούλκο Seaside),Ακτή Κουμουνδούρου 52
Hytra,Greece,Greece,Athína,37.95818,23.71895,Modern cuisine,1,59,86,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,4f7de552e4b002615a7b1fd1,Hytra,Λεωφ. Συγγρού 107-109 (στη Στέγη Γραμμάτων & Τεχνών)
Loaf On,Hong Kong,Hong Kong,Hong Kong,22.379858,114.27188,Cantonese,1,23,57,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,4c1371bf583c9c74ee6d3fa4,Loaf On (六福菜館),49 See Cheung St
Lei Garden (Kwun Tong),Hong Kong,Hong Kong,Hong Kong,22.312672,114.22482,Cantonese,1,11,86,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,53cf4a25498e59b3d2da56d8,Kwun Tong Road / Hip Wo Street Rest Garden 觀塘道/協和街休憩花園,香港
Tim Ho Wan (Sham Shui Po),Hong Kong,Hong Kong,Hong Kong,22.32805,114.16665,Dim sum,1,3,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,4d69ad442acd6ea8b5573dc0,Scout Association of Hong Kong Sham Shui Po East District 香港童軍總會深水埗東區,"Room 101, 1/F, Tai Hang Tung Community Centre, 17 Tong Yam St"
Lei Garden (Mong Kok),Hong Kong,Hong Kong,Hong Kong,22.320219,114.17133,Cantonese,1,17,98,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,4c1859e44ff90f47875d0e49,Lei Garden Restaurant (利苑酒家),121 Sai Yee St
Ming Court,Hong Kong,Hong Kong,Hong Kong,22.318314,114.16933,Cantonese,1,53,149,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,4bbffe322a89ef3bb107f088,Ming Court (明閣),"Level 6, Cordis, Hong Kong, 555 Shanghai St (Argyle Street)"
Yat Tung Heen (Jordan),Hong Kong,Hong Kong,Hong Kong,22.308014,114.17147,Cantonese,1,33,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,4d0d6df8e0b98cfa65f1db93,Yat Tung Heen (逸東軒),"B2/F, Eaton Hong Kong, 380 Nathan Rd"
Fu Ho (Tsim Sha Tsui),Hong Kong,Hong Kong,Hong Kong,22.3022,114.17194,Cantonese,1,28,173,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,4b0588d3f964a520c8db22e3,Star Ferry Pier (Tsim Sha Tsui) (天星渡輪碼頭（尖沙咀）),Salisbury Rd
Shang Palace,Hong Kong,Hong Kong,Hong Kong,22.297325,114.177155,Cantonese,1,40,160,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,4b0588d8f964a520d6dc22e3,Shang Palace (香宮),"Lower Level I, Kowloon Shangri-La, Hong Kong, 64 Mody Rd"
IM Teppanyaki & Wine,Hong Kong,Hong Kong,Hong Kong,22.280807,114.19211,Teppanyaki,1,37,231,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,5210554c11d23c1abad7f8b5,I M Teppanyaki & Wine,134 Tung Lo Wan Rd
Ah Yat Harbour View (Tsim Sha Tsui),Hong Kong,Hong Kong,Hong Kong,22.296984,114.17197,Cantonese,1,34,254,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,not found,not found,not found
Rech,Hong Kong,Hong Kong,Hong Kong,22.293434,114.174034,Seafood,1,68,138,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,58cb837f995842536320dbb5,Rech,"Intercontinental Hotel Hong Kong, 18 Salisbury Road"
Spring Moon,Hong Kong,Hong Kong,Hong Kong,22.294943,114.17182,Cantonese,1,46,231,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,4b0588d8f964a520c1dc22e3,Spring Moon (嘉麟樓),"1/F, The Peninsula, 19-21 Salisbury Rd"
Imperial Treasure Fine Chinese Cuisine,Hong Kong,Hong Kong,Hong Kong,22.296177,114.170006,Cantonese,1,23,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,58955bec5289305ef7625f90,Imperial Treasure Fine Chinese Cuisine (御寶軒),"10/F, One Peking, 1 Peking Rd"
Sushi Tokami,Hong Kong,Hong Kong,Hong Kong,22.296112,114.16916,Sushi,1,92,138,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,567a291f498e988765b8cfec,Sushi Tokami,"Shop 216A, Level 2, Ocean Centre, Harbour City, 17 Canton Rd"
Tosca,Hong Kong,Hong Kong,Hong Kong,22.30357,114.16007,Italian,1,51,197,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,4d95be5d2bd6f04d71a92450,Tosca,"102/F, The Ritz-Carlton Hong Kong, 1 Austin Rd W"
Épure,Hong Kong,Hong Kong,Hong Kong,22.29583,114.169304,French,1,44,218,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,539e8491498e78925a445d1e,Épure,"Shop 403, 4/F, Ocean Centre, Harbour City, 17 Canton Rd"
Yee Tung Heen,Hong Kong,Hong Kong,Hong Kong,22.282295,114.184135,Cantonese,1,28,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,4cc27558cdb59c746cb12c48,Yee Tung Heen (怡東軒),"281 Gloucester Road, Causeway Bay"
Yè Shanghai (Tsim Sha Tsui),Hong Kong,Hong Kong,Hong Kong,22.295143,114.168236,Shanghainese,1,17,69,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,4b0588d3f964a520c8db22e3,Star Ferry Pier (Tsim Sha Tsui) (天星渡輪碼頭（尖沙咀）),Salisbury Rd
Ho Hung Kee,Hong Kong,Hong Kong,Hong Kong,22.280058,114.18364,Noodles and congee,1,11,23,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,506541cee4b03c23163f96aa,Ho Hung Kee (何洪記),"Shop 1204-5, 12/F, Hysan Place, 500 Hennessy Rd"
Jardin de Jade (Wan Chai),Hong Kong,Hong Kong,Hong Kong,22.28025,114.17716,Shanghainese,1,23,57,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,4c219e079390c9b6775ac9cd,Jardin de Jade (蘇浙匯),"Shop G3-4, G/F, Sun Hung Kai Centre, 30 Harbour Rd"
Zhejiang Heen,Hong Kong,Hong Kong,Hong Kong,22.2787,114.17763,Shanghainese,1,23,57,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,4ed1cb90b8f7971d6c60f6b6,Zhejiang Heen (浙江軒),"2-3/F, Kiu Fu Commercial Bldg, 300-306 Lockhart Rd"
Takumi by Daisuke Mori,Hong Kong,Hong Kong,Hong Kong,22.276512,114.17718,Innovative,1,101,310,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,58e8fa50668af70c79afd705,Takumi by Daisuke Mori,"Shop 1, G/F, The Oakhill, 16 Wood Road, Wan Chai, Hong Kong"
Kam's Roast Goose,Hong Kong,Hong Kong,Hong Kong,22.277693,114.175385,Cantonese roast meats,1,5,17,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,53b508c1498ee296db480fea,Kam's Roast Goose (甘牌燒鵝),"G/F, Po Wah Commercial Centre, 226-226A Hennessy Rd"
Pang's Kitchen,Hong Kong,Hong Kong,Hong Kong,22.26921,114.18452,Cantonese,1,10,57,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,4c653cd494160f479ac92e17,Pang's Kitchen (彭慶記),25 Yik Yam St.
Xin Rong Ji,Hong Kong,Hong Kong,Hong Kong,22.278013,114.17273,Taizhou,1,40,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,5b1bd37d16ef67002c33c308,Xin Rong Ji (新榮記),"1/F&G/F, China Overseas Building, 138 Lockhart Rd"
Qi (Wan Chai),Hong Kong,Hong Kong,Hong Kong,22.276443,114.17126,Sichuan,1,13,86,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,4b139647f964a520e09723e3,MTR Wan Chai Station (港鐵灣仔站),Hennessy Rd (at O'Brien Rd)
Man Wah,Hong Kong,Hong Kong,Hong Kong,22.282213,114.15951,Cantonese,1,57,185,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,4b0588d8f964a520dbdc22e3,Man Wah,"25/F, Mandarin Oriental Hong Kong, 5 Connaught Road Central, Central"
Summer Palace,Hong Kong,Hong Kong,Hong Kong,22.277136,114.1643,Cantonese,1,32,166,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,4b0588d5f964a52055dc22e3,Summer Palace (夏宮),"5/F, Island Shangri-La, Pacific Place, 88 Queensway"
Octavium,Hong Kong,Hong Kong,Hong Kong,22.282587,114.1572,Italian,1,44,182,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,595e2b97e179103edc76c770,Octavium,"8/F, 22 Des Voeux Rd C"
Arbor,Hong Kong,Hong Kong,Hong Kong,22.283146,114.15542,Innovative,1,56,218,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,5ad1b9bf3ba7673e61b23336,Arbor,"25/F, H Queen’s, 80 Queen’s Rd C"
Mandarin Grill + Bar,Hong Kong,Hong Kong,Hong Kong,22.281048,114.1574,European contemporary,1,68,243,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,4c7fa26501df37045bb4e6ac,Mandarin Grill + Bar (文華扒房＋酒吧),"1/F, Mandarin Oriental Hong Kong, 5 Connaught Road Central, Central"
Yat Lok,Hong Kong,Hong Kong,Hong Kong,22.28226,114.155655,Cantonese roast meats,1,6,41,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,4ed70871be7b3567163a9b79,Yat Lok Restaurant (一樂燒鵝),"G/F, 34-38 Stanley St"
Guo Fu Lou,Hong Kong,Hong Kong,Hong Kong,22.278313,114.16034,Cantonese,1,46,231,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,5b015a9d75dcb7002cc26611,Guo Fu Lou (國福樓),"U/G floor in The Pavilion, The Murray, Hong Kong, a Niccolo Hotel"
Celebrity Cuisine,Hong Kong,Hong Kong,Hong Kong,22.284334,114.15312,Cantonese,1,23,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,4d26a19e6e27a14311670724,Celebrity Cuisine (名人坊高級粵菜),"1/F, Lan Kwai Fong Hotel, 3 Kau U Fong"
Sushi Wadatsumi,Hong Kong,Hong Kong,Hong Kong,22.281038,114.15646,Sushi,1,55,324,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,58ae6392951e7d3fdc6dfd91,Sushi Wadatsumi,"Shop 201, Grand Millennium Plaza (Queen's Road Central)"
Arcane,Hong Kong,Hong Kong,Hong Kong,22.280624,114.15682,European contemporary,1,40,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,546ebbcc498ef31e59af1a31,Arcane,18 On LAN Street 3/f
Duddell's,Hong Kong,Hong Kong,Hong Kong,22.28008,114.157364,Cantonese,1,52,115,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,51937957498e1228fa669b99,Duddell's (都爹利會館),"3/F, 1 Duddell St"
Beefbar,Hong Kong,Hong Kong,Hong Kong,22.27982,114.15752,Steakhouse,1,37,173,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,561e0028498eb3ef3a20bc3e,Beefbar,"2/F, Club Lusitano Building, 16 Ice House St"
New Punjab Club,Hong Kong,Hong Kong,Hong Kong,22.28005,114.15525,Indian,1,34,92,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,59ba622f91eaca086340cff3,New Punjab Club,"G/F, World Wide Commercial Bldg, 34 Wyndham St"
Kaiseki Den by Saotome,Hong Kong,Hong Kong,Hong Kong,22.285713,114.147865,Japanese,1,287,414,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,59242b818173cb087c64cbe6,Kaiseki Den By Saotome,"G/F, 28 Wood Rd"
Belon,Hong Kong,Hong Kong,Hong Kong,22.281662,114.152405,French,1,53,172,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,56c7e495498e815bef232ff7,Belon,41 Elgin Street
The Ocean,Hong Kong,Hong Kong,Hong Kong,22.235146,114.198524,French,1,104,149,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,556e7995498e1869da36de10,The Ocean Club,"3/F, The Pulse, 28 Beach Road"
Costes Downtown,Hungary,Hungary,Budapest,47.50113,19.048595,Modern cuisine,1,23,72,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,55409f4a498e64ad76a6a177,Costes Downtown,Budapest
Borkonyha Winekitchen,Hungary,Hungary,Budapest,47.49953,19.052391,Modern cuisine,1,27,47,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,4d6ea7152427224ba39ad04d,Borkonyha,Budapest
Stand,Hungary,Hungary,Budapest,47.500244,19.059624,Modern cuisine,1,22,58,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,5b3e536c238706002c056ea0,Stand Étterem,Budapest VI. kerület
Babel,Hungary,Hungary,Budapest,47.492603,19.05256,Modern cuisine,1,75,75,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,51264794e4b09d5df94853ee,Babel Budapest,Budapest
Costes,Hungary,Hungary,Budapest,47.48873,19.061779,Modern cuisine,1,63,79,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,4bea5ee5415e20a164f7e4bb,Costes Restaurant,Budapest
The Kitchen,Brazil,Macau,Macau,22.191442,113.543,Steakhouse,1,48,185,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,4d159109cc216ea8935064d3,The Kitchen,Avenida de Lisboa ( 3Fl. Grand Losboa Hotel)
Tim's Kitchen,Brazil,Macau,Macau,22.189898,113.5439,Cantonese,1,22,179,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,4e883f544690b091a5a3d6f8,Tim's Kitchen (桃花源小廚),南灣葡京路2-4號葡京酒店東翼大堂
Wing Lei,Brazil,Macau,Macau,22.188028,113.54578,Cantonese,1,22,224,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,4c8a1a91e51e6dcb44a965de,Wing Lei (永利軒),"Wynn Macau, Rua Cidade de Sintra"
King,Brazil,Macau,Macau,22.190178,113.54028,Cantonese,1,16,56,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,531aacef498e3df35cc86fc9,King Chinese Restaurant,澳门
Ying,Brazil,Macau,Macau,22.161234,113.555405,Cantonese,1,22,146,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,52d1149c498e0806c70ab56f,Li Ying Club 勵盈會,澳门
Shinji by Kanesaka,Brazil,Macau,Macau,22.149635,113.56397,Sushi,1,82,335,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,554f2163498ed8fabad4811a,Shinji by Kanesaka (金坂極上壽司),"Level 1, Nuwa, City of Dreams, Estrada do Istmo, Cotai, Coloane-Taipa"
The Golden Peacock,Brazil,Macau,Macau,22.148178,113.56335,Indian,1,22,67,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,5119d0e6e4b0f041348b55cc,Golden Peacock (皇雀印度餐廳),"Shop 1037, Casino Level 1, The Venetian Macao"
Zi Yat Heen,Brazil,Macau,Macau,22.145418,113.56152,Cantonese,1,33,337,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,4d9088356174a0932dedf4e3,Zi Yat Heen (紫逸軒),"Estrada da Baía de N. Senhora da Esperança, S/N"
8 1/2 Otto e Mezzo - Bombana,Brazil,Macau,Macau,22.14918,113.55393,Italian,1,54,245,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,5569ad6d498e7c377e083557,8 1/2 Otto e Mezzo BOMBANA,銀河綜合渡假城市1樓1031號舖
Pearl Dragon,Brazil,Macau,Macau,22.140524,113.56256,Cantonese,1,39,167,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,5670fc11498e68e70f3bb5e0,Pearl Dragon (玥龍軒),"Shop 2111, Level 2, Star Tower at Studio City, Estrada do Istmo, Coloane-Taipa"
Lai Heen,Brazil,Macau,Macau,22.148754,113.551926,Cantonese,1,33,234,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,55767570498ec365133a7906,Lai Heen (麗軒),"51/F, The Ritz-Carlton, Macau, Galaxy Macau™, Estrada da Baía da Nossa Senhora da Esperança, s/n"
FAGN,Norway,Norway,Trondheim,63.43391999999999,10.39628,Modern cuisine,1,74,137,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,59cd247a3d47910e8046e4d0,Fagn,Ørjaveita 4
Credo,Norway,Norway,Trondheim,63.43391,10.39631,Creative,1,128,128,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,4bd09bc877b29c74b6198b82,Credo,Ladeveien 9
RE-NAA,Norway,Norway,Stavanger,58.972088,5.7328769999999984,Creative,1,158,158,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,5839d87d04aa4f696b344e6d,RE-NAA,Steinkargata 10
Sabi Omakase,Norway,Norway,Stavanger,58.969936,5.7433133000000005,Sushi,1,148,148,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,581cfada5d0a1a25ca43e10e,Sabi Omakase,Pedersgata 39
Galt,Norway,Norway,Oslo,59.91661,10.71369,Modern cuisine,1,51,85,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,59b43a4a73fe25689b81da26,Galt,12 Frognerveien
Kontrast,Norway,Norway,Oslo,59.92355,10.75106,Scandinavian,1,59,158,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,55255466498e1c16e045a989,Kontrast,Maridalsveien 15
Statholdergaarden,Norway,Norway,Oslo,59.90937,10.74305,Classic cuisine,1,101,118,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,4b0588b6f964a520b2d522e3,Statholdergaarden,Rådhusgata 11 (Kirkegata)
Del Posto,United States of America,New York City,New York,40.74327,-74.0077,Italian,1,53,175,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,4533d338f964a5208f3b1fe3,Del Posto,85 10th Ave (at W 16th St)
L'Appart,United States of America,New York City,New York,40.711903,-74.01544,French,1,135,167,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,56f5c930498ea853f496b86d,L'Appart,225 Liberty St (at West St)
Okuda,United States of America,New York City,New York,40.743793,-74.00633,Japanese,1,113,222,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,5a0e3d20dff81556dd81ae3d,Okuda,458 W 17th St
Wallsé,United States of America,New York City,New York,40.73538,-74.00814,Austrian,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,3fd66200f964a52073e31ee3,Wallsé,344 W 11th St (at Washington)
Jeju Noodle Bar,United States of America,New York City,New York,40.732952,-74.00744,Korean,1,22,46,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,59aa0677e17910245d942204,Jeju Noodle Bar,679 Greenwich St (at Christopher St)
Sushi Nakazawa,United States of America,New York City,New York,40.731716,-74.00451,Japanese,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,52155e9d11d2c369404df14e,Sushi Nakazawa,23 Commerce St (btwn Bedford St & 7th Ave S)
Kosaka,United States of America,New York City,New York,40.738316,-74.00137,Japanese,1,67,140,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,566cb092498ed2e93c20a067,Kosaka,220 W 13th St (7th Ave)
Bâtard,United States of America,New York City,New York,40.719616,-74.00589000000002,Contemporary,1,58,86,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,53756391498ef3c8e7f43ecb,Bâtard,239 W Broadway (White St.)
Hirohisa,United States of America,New York City,New York,40.72452,-74.003006,Japanese,1,45,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,51de06aa498e998d374ab4da,Hirohisa,73 Thompson St
Blue Hill,United States of America,New York City,New York,40.7321,-73.9996,American,1,86,97,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,3fd66200f964a52078e31ee3,Blue Hill,75 Washington Pl (at 6th Ave)
ZZ's Clam Bar,United States of America,New York City,New York,40.727646,-74.00046,Seafood,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,51b5da44011cd1b8ea099985,ZZ's Clam Bar,169 Thompson St (at Houston)
Babbo,United States of America,New York City,New York,40.73233,-73.99916,Italian,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,3fd66200f964a5206fe91ee3,Babbo Ristorante e Enoteca,110 Waverly Pl (btwn MacDougal Alley & 6th Ave)
Carbone,United States of America,New York City,New York,40.727966,-74.00017,Italian,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,504b2a9ee4b006c435a465d3,Carbone,181 Thompson St (btwn Bleecker & W Houston St)
Le Coucou,United States of America,New York City,New York,40.719162,-74.00001,French,1,40,117,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,57583641498e90001a32e13e,Le Coucou,138 Lafayette St
Aldea,United States of America,New York City,New York,40.73885,-73.99365999999998,Mediterranean,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,4a050dcff964a52053721fe3,Aldea,31 W 17th St (btwn 5th & 6th Ave)
Cote,United States of America,New York City,New York,40.73778,-73.99375,Korean,1,45,163,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,591cdaf26f0aa22c76a53ff3,Cote,16 W 22nd St
Bouley at Home,United States of America,New York City,New York,40.74114,-73.99242,Contemporary,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,5a050753ad17895163e22b20,Bouley At Home,31 W 21st St
Gotham Bar and Grill,United States of America,New York City,New York,40.73417,-73.99379,American,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,3fd66200f964a520ade91ee3,Gotham Bar and Grill,207 West 106th Street (btwn University Pl & 5th Ave)
Nix,United States of America,New York City,New York,40.733166,-73.993515,Vegetarian,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,56cc7536cd101a34e2815916,Nix,72 University Pl (btwn E 10th St & E 11th St)
Junoon,United States of America,New York City,New York,40.74325,-73.99077,Indian,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,4d59e9e1c88da1cd92803f68,Junoon,27 W 24th St (Btw 5th Ave. & 6th Ave.)
NoMad,United States of America,New York City,New York,40.74497,-73.98883000000002,Contemporary,1,45,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,4ae6f117f964a520a6a721e3,The NoMad Hotel,1170 Broadway (at W 28th St)
The Musket Room,United States of America,New York City,New York,40.72391500000001,-73.99375,Contemporary,1,67,145,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,51476ad2c84cea9d0188385b,The Musket Room,265 Elizabeth St (Houston St.)
