name,state,region,city,latitude,longitude,cuisine,stars,min_price_EUR,max_price_EUR,url,foursquare_id,foursquare_name,foursquare_address
Koka,Sweden,Sweden,Göteborg,57.69840600000001,11.965365,Modern cuisine,1,51,88,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,53001c65498ea130e6f9e42d,Koka,Viktoriagatan 12
28+,Sweden,Sweden,Göteborg,57.69809,11.97377,Modern cuisine,1,61,83,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,4cdfda4469136dcb6b03e0e6,28+,Götabergsgatan 28
SK Mat & Människor,Sweden,Sweden,Göteborg,57.69688000000001,11.98338,Modern cuisine,1,52,60,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,535bfa26498ec326b340f437,SK Mat & Människor,Johannebergsgatan 24
Thörnströms Kök,Sweden,Sweden,Göteborg,57.69436999999999,11.977609,Classic cuisine,1,63,84,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,4ba269c1f964a5207af637e3,Thörnströms Kök,Teknologgatan 3
Upper House,Sweden,Sweden,Göteborg,57.69745,11.99021,Creative,1,131,131,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,520ba84611d28a47dabc8470,Upper House,Mässans Gata 24
Agrikultur,Sweden,Sweden,Stockholm,59.34777,18.05863,Modern cuisine,1,88,88,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,56367ed2498ea3a0bcd88429,Agrikultur,Roslagsgatan 43 (Ingemarsgatan)
Sushi Sho,Sweden,Sweden,Stockholm,59.341286,18.049892,Japanese,1,64,64,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,5333fd05498e90103e684ae5,Sushi Sho,Upplandsgatan 45 (Odengatan)
Volt,Sweden,Sweden,Stockholm,59.33866999999999,18.079683,Creative,1,70,89,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,4d360e4a48098cfaf3ad4217,Restaurang Volt,Kommendörsgatan 16
Ekstedt,Sweden,Sweden,Stockholm,59.33674,18.07521,Meats and grills,1,83,117,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,4ec50343d3e3098aeb0e826f,Ekstedt,Humlegårdsgatan 17
Operakällaren,Sweden,Sweden,Stockholm,59.329876,18.071363,Classic cuisine,1,98,145,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,4adcdaf1f964a520965b21e3,Operakällaren,Karl XII:s torg (Kungsträdgården)
Mathias Dahlgren-Matbaren,Sweden,Sweden,Stockholm,59.32935,18.07543,Modern cuisine,1,43,119,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,4bdb121363c5c9b6ff2e2668,Mathias Dahlgrens Matbaren,Södra Blasieholmshamnen 6 (Grand Hôtel)
Aloë,Sweden,Sweden,Stockholm,59.2842,17.985748,Creative,1,149,149,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,58b0002e8cfe5473217d0ff5,Aloë Descendit,Svartlösavägen 52
PM & Vänner,Sweden,Sweden,Växjö,56.87892,14.803870000000002,Creative,1,83,140,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,4b280549f964a520ca8d24e3,PM & Vänner,Västergatan 12
Bloom in the Park,Sweden,Sweden,Malmö,55.59064,12.99794,Creative,1,46,65,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,4bbcbb648ec3d13ad8231b28,Bloom in the Park,Pildammsvägen 17
SAV,Sweden,Sweden,Malmö,55.53376,13.00537,Creative,1,58,83,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,57a777d3498e0caeef4f6b2f,Save,215 32 Malmö
Golden Formosa,Taiwan,Taipei,Taipei,25.118216,121.53623,Taiwanese,1,14,23,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,4bb9a8b5b35776b0e40dca01,金蓬萊正宗蓬萊料理,天母東路101號
Danny's Steakhouse,Taiwan,Taipei,Taipei,25.082657,121.552765,Steakhouse,1,37,101,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,5192245a498e63256e1dc03e,教父牛排 Danny's Steakhouse,樂群三路58號
L'Atelier de Joël Robuchon,Taiwan,Taipei,Taipei,25.039188,121.56771,French contemporary,1,69,240,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,4bf8abe35ec320a1653e89d3,L'atelier de Joël Robuchon,松仁路28號5樓
Kitcho,Taiwan,Taipei,Taipei,25.04429,121.55076,Sushi,1,104,208,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,4bde6891ffdec9288baee8a1,吉兆割烹壽司,台北市
Tien Hsiang Lo,Taiwan,Taipei,Taipei,25.062696,121.529976,Hang zhou,1,23,196,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,4d6b7e1cd2596ea89df27120,天香樓,台北市民權東路二段41號
Ya Ge,Taiwan,Taipei,Taipei,25.06625,121.52533,Cantonese,1,35,262,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,53ad6af0498eaefb4f160dfa,Ya Ge,"158 Dunhua North Road, Songshan District"
Da-Wan,Taiwan,Taipei,Taipei,25.043018,121.55019,Barbecue,1,59,89,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,4bcd9462937ca5934ce7ac92,大腕燒肉,敦化南路一段177巷22號
Sushi Nomura,Taiwan,Taipei,Taipei,25.03618,121.55465,Sushi,1,59,298,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,5225be1a498e35dce2336ad3,Nomura (野村壽司のむら),仁愛路4段300巷19弄4號
Ming Fu,Taiwan,Taipei,Taipei,25.06171,121.52399,Taiwanese,1,44,59,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,56750718498eae8c7e2fbb4d,Ming garden,中山北路二段63號
Sushi Ryu,Taiwan,Taipei,Taipei,25.055832,121.52724,Sushi,1,89,238,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,59d06f451213840f7c5712dd,隆鮨 Sushi Ryu,"10491, Taiwan, Taipei City, Zhongshan District, Section 2, Xinsheng North Road, 60-7號"
MUME,Taiwan,Taipei,Taipei,25.036266,121.54809,European contemporary,1,50,65,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,549d3a18498e683bd44feacf,MUME,四維路28號
Longtail,Taiwan,Taipei,Taipei,25.023922,121.54841,Innovative,1,35,86,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,596b5471c0af5755e55444b0,Longtail,台北市大安區敦化南路二段174號
Mountain and Sea House,Taiwan,Taipei,Taipei,25.038046,121.531395,Taiwanese,1,29,139,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,5ad2f70fa42362528c75b432,山海樓 Mountain & Sea House,仁愛路二段94號
Da San Yuan,Taiwan,Taipei,Taipei,25.042248,121.512215,Cantonese,1,11,89,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,52f0a61b498e175e0150b0fb,Kitchen Pucci @ Mega City 大遠百,臺灣
Tainan Tan Tsu Mien Seafood,Taiwan,Taipei,Taipei,25.03799,121.4984,Seafood,1,35,152,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,not found,not found,not found
Suan Thip,Thailand,Thailand,Bangkok,13.926962,100.502144,Thai,1,8,35,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,4bdc0a4e63c5c9b68c402a68,Suan Thip (สวนทิพย์),17/9 Soi Sukha Prachasan 2
Chim by Siam Wisdom,Thailand,Thailand,Bangkok,13.740706,100.56789,Thai,1,32,87,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,5334f4f6498e5a55a85d70b6,Chim by Siam Wisdom (ชิม บาย สยาม วิสดอม),66 Sukhumvit 31 Yaek 4
R-Haan,Thailand,Thailand,Bangkok,13.731805,100.57972,Thai,1,65,77,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,5ab3af5b2c7eb920d03ab548,R-Haan,131 Soi Sukhumvit 53 (Soi Thonglor 9)
Canvas,Thailand,Thailand,Bangkok,13.728886,100.580826,Innovative,1,71,86,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,58f0f045f79faa0a04df1e13,Canvas,113/9-10 Soi Sukhumvit 55
Bo.lan,Thailand,Thailand,Bangkok,13.726389,100.57799,Thai,1,23,97,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,53fc83ef498eb67612d04ad9,bo.lan (โบ.ลาน),24 Soi Sukhumvit 53
Sra Bua by Kiin Kiin,Thailand,Thailand,Bangkok,13.754137,100.53451,Thai contemporary,1,44,71,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,4c9af69f775abfb704724f67,Sra Bua by Kiin Kiin,991/9 Rama I Rd (at Siam Kempinski Hotel Bangkok)
Elements,Thailand,Thailand,Bangkok,13.742978,100.54798,French contemporary,1,50,131,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,4fd369e6e4b0abd664e6b5d6,Elements,57 Witthayu Rd (at The Okura Prestige Bangkok)
Paste,Thailand,Thailand,Bangkok,13.744594,100.540565,Thai,1,41,107,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,54bded58498ee6c3dd8c65b9,Paste,Gaysorn Shopping Centre (3rd Fl)
Ginza Sushi ichi,Thailand,Thailand,Bangkok,13.744069,100.54092,Sushi,1,53,208,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,53c94b89498e9fb2734dd9d1,Ginza Sushi-Ichi,Erawan Bangkok (LG Fl)
Savelberg,Thailand,Thailand,Bangkok,13.738216,100.54642,French contemporary,1,47,166,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,544643c4498e45bb96eda768,Savelberg,110 Witthayu Rd (at Oriental Residence Bangkok)
Saneh Jaan,Thailand,Thailand,Bangkok,13.735739,100.54605,Thai,1,13,74,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,5735b696498e0a4789fee04c,Saneh Jaan (เสน่ห์จันทน์),130-132 Witthayu Rd (at Glasshouse@Sindhorn)
Gaa,Thailand,Thailand,Bangkok,13.737806,100.54275,Innovative,1,65,83,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,58b6f9b903cf252c24670d9b,Gaa,68/4 Soi Lang Suan
Methavalai Sorndaeng,Thailand,Thailand,Bangkok,13.756321,100.502045,Thai,1,14,29,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,4c219b119390c9b6f656c9cd,Methavalai Sorndaeng (เมธาวลัย ศรแดง),78/2 Ratchadamnoen Klang Rd. (at Democracy Monument)
Jay Fai,Thailand,Thailand,Bangkok,13.752614,100.50466,Street food,1,11,29,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,4dc548a218387d1bd538cf00,Jay Fai (เจ๊ไฝ),327 Maha Chai Rd
Nahm,Thailand,Thailand,Bangkok,13.724357,100.53926,Thai,1,38,59,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,4c62a460eb82d13a42c905d6,nahm,27 Sathon Tai Rd (at Metropolitan Bangkok)
J'AIME by Jean-Michel Lorain,Thailand,Thailand,Bangkok,13.718885,100.546326,French contemporary,1,29,143,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,543be0ea498ee9906ba5f077,J'AIME by Jean-Michel Lorain (แฌม บาย ฌอง-มิเชล โลรองต์),"105, 105/1 Soi Ngam Duphli (at U Sathorn Bangkok)"
Le Du,Thailand,Thailand,Bangkok,13.725005,100.52939,Thai,1,59,104,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,529ecff911d2fb9cbbf6a163,Le Du (ฤดู),399/3 Silom Soi 7
Ruean Panya,Thailand,Thailand,Bangkok,13.558403,100.28264,Thai,1,14,44,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,4bff4b8adaf9c9b6a317faef,Ruean Panya (เรือนปั้นหยา),1300/600 Norarat Uthit-Ekachai 13 Rd
PRU,Thailand,Thailand,Phuket,8.034298,98.2764,Innovative,1,89,178,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,5a2fd6b0c0f1631dbe3de05c,PRU,60/1 Moo 6 (at Trisana)
Blue Duck Tavern,United States of America,Washington DC,"Washington, D.C.",38.905373,-77.05128,American,1,43,97,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,46528cd5f964a520ea461fe3,Blue Duck Tavern,1201 24th St NW (at M St NW)
Tail Up Goat,United States of America,Washington DC,"Washington, D.C.",38.9235,-77.043274,Contemporary,1,22,45,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,56b588ca498e4a68b86cc6e6,Tail Up Goat,1827 Adams Mill Rd NW (at Calvert St NW)
Komi,United States of America,Washington DC,"Washington, D.C.",38.910107,-77.03836,Mediterranean,1,135,149,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,412a8500f964a520740c1fe3,Komi,1509 17th St NW (btwn P & Q St NW)
Sushi Taro,United States of America,Washington DC,"Washington, D.C.",38.909992,-77.03834,Japanese,1,67,135,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,4ab2e5cdf964a520e16c20e3,Sushi Taro,1503 17th St NW (P st NW)
Plume,United States of America,Washington DC,"Washington, D.C.",38.906,-77.03671,European,1,67,135,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,54cd8aac498eee1d265780b8,Plume,1200 16th St NW
Bresca,United States of America,Washington DC,"Washington, D.C.",38.91584,-77.0321,Contemporary,1,22,67,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,59c82bb5b3d8e220e87bdc8d,Bresca,1906 14th St NW (at T St NW)
The Dabney,United States of America,Washington DC,"Washington, D.C.",38.906292,-77.024666,American,1,22,54,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,558c21a8498ea9ae13f206ba,The Dabney,122 Blagden Alley NW
Métier,United States of America,Washington DC,"Washington, D.C.",38.903503,-77.0218,Contemporary,1,67,135,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,572cbc41498ed768a23f9225,Metier,1015 7th St
Kinship,United States of America,Washington DC,"Washington, D.C.",38.903282,-77.0218,Contemporary,1,45,67,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,567b3262498e1d6a13fc352c,Kinship,1015 7th St NW
Fiola,United States of America,Washington DC,"Washington, D.C.",38.89416,-77.02032,Italian,1,45,135,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,4d9f8a00090da0937c28d9a8,Fiola,601 Pennsylvania Ave NW (at Indiana Ave NW)
Masseria,United States of America,Washington DC,"Washington, D.C.",38.909504,-76.99908,Italian,1,45,67,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,55a6abbd498e45f08a15f652,Masseria,1340 4th St NE
Rose's Luxury,United States of America,Washington DC,"Washington, D.C.",38.88064,-76.99515,Contemporary,1,39,67,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,523db723498ed9c5e025a588,Rose's Luxury,717 8th St SE
Loch Bay,United Kingdom,United Kingdom,Waternish,57.51487,-6.57114,Modern cuisine,1,39,81,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,4c7659e52db5236a0d63bf79,Loch Bay,1 Macleods Terrace
Braidwoods,United Kingdom,United Kingdom,Dalry,55.69474,-4.7425,Classic cuisine,1,34,63,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,4e4269481838ada3db5c6ce4,Braidwoods,Dalry
Eipic,United Kingdom,United Kingdom,Belfast,54.595898,-5.9322424000000025,Modern cuisine,1,34,81,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,530f5198498ea0c04397e951,EIPIC,28-40 Howard St
OX,United Kingdom,United Kingdom,Belfast,54.59891,-5.9219800000000005,Modern british,1,25,69,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,514a517de4b0e876ff898ce4,OX,1 Oxford St
The Peat Inn,United Kingdom,United Kingdom,Peat Inn,56.27861,-2.8845797,Classic cuisine,1,29,90,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,4bc135d12a89ef3b1b12f288,The Peat Inn Restaurant With Rooms,Peat Inn
Kitchin,United Kingdom,United Kingdom,Leith,55.976967,-3.172842,Modern cuisine,1,40,92,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,4b59ff2bf964a5209ca628e3,The Kitchin,78 Commercial St
Martin Wishart,United Kingdom,United Kingdom,Leith,55.97552,-3.1701900000000003,Modern cuisine,1,40,139,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,4b05881ef964a520e9b222e3,Restaurant Martin Wishart,54 Shore
Number One,United Kingdom,United Kingdom,Edinburgh,55.95298,-3.18966,Modern cuisine,1,104,121,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,4b058821f964a520b6b322e3,Number One,1 Princes St
21212,United Kingdom,United Kingdom,Edinburgh,55.95674,-3.18018,Creative,1,37,81,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,4b8d6b03f964a5207efa32e3,21212 | Restaurant,3 Royal Terrace
The Cellar,United Kingdom,United Kingdom,Anstruther,56.222126,-2.696321,Modern cuisine,1,46,81,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,4c23cd10f1272d7fd40282c5,The Cellar,24 East Green
Forest Side,United Kingdom,United Kingdom,Grasmere,54.46396,-3.0157998,Modern british,1,46,121,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,4bd7b367304fce7227eb33ab,Forest Side Hotel Grasmere,Forest Side
HRiSHi,United Kingdom,United Kingdom,Bowness-on-Windermere,54.35013000000001,-2.91172,Modern cuisine,1,81,104,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,5a11d47be57ca6400e29f385,Hrishi,Crook Road
Rogan & Co,United Kingdom,United Kingdom,Cartmel,54.20074,-2.95464,Creative british,1,33,52,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,4c7aa2c493ef236a0234b30f,Rogan & Company,Cavendish Street
House of Tides,United Kingdom,United Kingdom,Newcastle upon Tyne,54.96758000000001,-1.61127,Modern cuisine,1,63,110,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,52ec1dc811d28fbabd2fc424,House of Tides,28-30 The Close
Sosban & The Old Butchers,United Kingdom,United Kingdom,Menai Bridge/Porthaethwy,53.225925,-4.163006,Modern cuisine,1,58,109,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,580b7e8838fac6ce7f1a2b27,Sosban and the old butchers,1 high street
Northcote,United Kingdom,United Kingdom,Langho,53.80933,-2.4476,Modern british,1,41,104,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,4b2ecf72f964a520fae624e3,Northcote,Northcote Rd (at Longsight Rd)
Yorke Arms,United Kingdom,United Kingdom,Pateley Bridge,54.13435,-1.8183095,Modern cuisine,1,46,121,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,4e5d0cf71495d25a3a03fcc7,The Yorke Arms,Broad Carr Rd (Ramsgill-in-Nidderdale)
Fraiche,United Kingdom,United Kingdom,Birkenhead,53.38183000000001,-3.04307,Creative,1,55,110,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,4efc5728e5faadaab36de42d,Baguette Fraiche,St Pauls Avenue
White Swan,United Kingdom,United Kingdom,Fence,53.83916,-2.25097,Modern british,1,40,69,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,4dfc8a3ba809d61e2fc01906,The White Swan,300 Wheatley Lane Rd
Tyddyn Llan,United Kingdom,United Kingdom,Llandrillo,52.92405,-3.44329,Classic cuisine,1,48,81,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,4f071d83e4b03321183f4938,"Rm 12, Tyddyn Llan",Llandrillo
Ynyshir,United Kingdom,United Kingdom,Machynlleth,52.54476,-3.94491,Creative,1,208,255,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,535bea52498e1a5a67c897c6,Ynyshir Hall - Restaurant and Rooms,Eglwys Fach
Black Swan,United Kingdom,United Kingdom,Oldstead,54.21205,-1.1879198999999998,Modern british,1,113,145,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,4b9cbbaef964a520b77836e3,The Black Swan,Oldstead Village
Simon Radley at Chester Grosvenor,United Kingdom,United Kingdom,Chester,53.19064,-2.88913,Modern cuisine,1,87,114,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,4ef855cb7bebf5ab6c06acb4,Simon Radley at The Chester Grosvenor,Eastgate
Star Inn at Harome,United Kingdom,United Kingdom,Harome,54.23101,-1.01023,Modern british,1,29,70,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,not found,not found,not found
The Man Behind The Curtain,United Kingdom,United Kingdom,Leeds,53.798286,-1.539937,Creative,1,63,116,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,53e6dfee498e569365c72b8a,The Man Behind The Curtain,68-78 Vicar Street
Pipe and Glass,United Kingdom,United Kingdom,South Dalton,53.8955,-0.53301,Modern british,1,34,66,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,4baf4f2ef964a52000f73be3,The Pipe & Glass Inn,8 West End
Fischer's at Baslow Hall,United Kingdom,United Kingdom,Baslow,53.25055,-1.6269798,Modern cuisine,1,39,102,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,4e39b47bd164102b03754b21,Fischer's at Baslow Hall,Calver Rd.
Winteringham Fields,United Kingdom,United Kingdom,Winteringham,53.68778,-0.59013,Modern cuisine,1,73,103,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,4fbbd4a3e4b0d636a5d60b41,Winteringham Fields Restaurant,1 Silver Street
Thomas Carr @ The Olive Room,United Kingdom,United Kingdom,Ilfracombe,51.209476,-4.118807,Seafood,1,63,87,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,not found,not found,not found
Walnut Tree,United Kingdom,United Kingdom,Llanddewi Skirrid,51.84534,-2.95438,Modern british,1,34,70,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,4c12ae601b5cef3b6cccedc4,The Walnut Tree Restaurant,Llanddewi Skirrid
Paul Ainsworth at No.6,United Kingdom,United Kingdom,Padstow,50.54153400000001,-4.9398518,Modern cuisine,1,39,103,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,4b94e191f964a520558634e3,Paul Ainsworth at Number 6,6 Middle St.
Simpsons,United Kingdom,United Kingdom,Birmingham,52.46925,-1.9238801,Modern cuisine,1,52,81,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,4b05882ff964a5204eb722e3,Simpsons,20 Highfield Rd
Purnell's,United Kingdom,United Kingdom,Birmingham,52.48268,-1.9018,Modern cuisine,1,52,110,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,512538f0e4b0234659808bd6,Purnell’s Bistro and Ginger’s Bar,11 Newhall Street (btwn Colmore Row and Edmund St)
Adam's,United Kingdom,United Kingdom,Birmingham,52.47964,-1.900286,Modern cuisine,1,46,110,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,5165b0cee4b0c1c41ac988f8,Adams,"New Oxford House, 16 Waterloo St"
Outlaw's Fish Kitchen,United Kingdom,United Kingdom,Port Isaac,50.59206,-4.832,Seafood,1,40,58,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,521dd6d111d276152cd0a45a,Outlaw's Fish Kitchen,1 Middle Street
Carters of Moseley,United Kingdom,United Kingdom,Birmingham,52.44588,-1.88384,Modern british,1,58,104,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,4d72c610d145a1cd152fbaf3,Carters of Moseley,2c Wake Green Rd.
Peel's,United Kingdom,United Kingdom,Hampton in Arden,52.4259,-1.7053599999999998,Creative british,1,87,110,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,513102d9e4b090128d8dfb1a,Peel's Restaurant,Shadowbrook Lane
John's House,United Kingdom,United Kingdom,Mountsorrel,52.73295,-1.145851,Modern cuisine,1,34,91,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,573dffa9498e79c9454b71e5,Johns House,United Kingdom
The Whitebrook,United Kingdom,United Kingdom,Whitebrook,51.759697,-2.686909,Modern british,1,48,98,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,4c7a97d5566db60c2d6d480e,The Whitebrook,Whitebrook
James Sommerin,United Kingdom,United Kingdom,Penarth,51.434387,-3.167951,Modern cuisine,1,44,110,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,549aeb99498ed095cd07d9e9,Restaurant James Sommerin,The Esplanade
Driftwood,United Kingdom,United Kingdom,Portscatho,50.1889,-4.97088,Modern cuisine,1,81,116,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,4c2a353fae6820a135f51543,Driftwood Hotel,Rosevine (Portscatho)
The Cross at Kenilworth,United Kingdom,United Kingdom,Kenilworth,52.350315,-1.5801147,Classic cuisine,1,33,87,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,4ca1dcf6d3c2b60c6cdce8bc,The Crossing At St Pauls,Darwall St
Masons Arms,United Kingdom,United Kingdom,Knowstone,50.99547000000001,-3.67163,Classic french,1,32,63,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,4bd973040f7cd13a64677c9f,The Masons Arms,Knowstone
Salt,United Kingdom,United Kingdom,Stratford-upon-Avon,52.18963,-1.7092043,Modern british,1,32,87,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,58cee6defa7ed03e3a27fab3,Salt,8 Chapel Street
Le Champignon Sauvage,United Kingdom,United Kingdom,Cheltenham,51.89146,-2.07912,Modern cuisine,1,40,98,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,4c81558e47cc224b5b487b9f,Champignon Sauvage,24-28 Suffolk Rd
Gidleigh Park,United Kingdom,United Kingdom,Chagford,50.67658,-3.87354,Modern cuisine,1,75,168,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,4dcf8f3bae603b786d4c033c,Gidleigh Park Hotel,Chagford
Hambleton Hall,United Kingdom,United Kingdom,Upper Hambleton,52.65736999999999,-0.6681199999999999,Classic cuisine,1,46,113,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,4c054dbf73a8c9b6f14597e0,Hambleton Hall,Oakham
